Case ID,Mission,Payload,Range,Endurance,Cruise Speed,Takeoff,Landing,Environment,Pipeline Status,Final Status,Failed Stage,Failure Category,Failure Reason,Iterations,Converged,Verification Status,Final MTOW,Wing Area,Wing Span,Aspect Ratio,Root Chord,Tip Chord,Taper Ratio,Selected Configuration,Selected Motor,Selected Propeller,Battery,Static Margin,Performance Status,Warnings,Execution Time
4711,SURVEY,4.48,98.3,72.3,81.1,CATAPULT,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (98.30 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8316,2.955,10.5,0.3752,0.1876,0.5,High Wing / Conventional,T-Motor U8 Lite,22x12 APC,,,,,3.5221
4712,INSPECTION,0.16,131.3,168.6,53.1,CATAPULT,BELLY_LANDING,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,4.9008
4713,DISASTER_RESPONSE,10.72,38.9,37.8,88.8,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,15.927000000000001,1.99,4.5711,10.5,0.5805,0.2902,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.620 kg,0.18,SATISFIED,,4286.7692
4714,MILITARY,42.07,30.0,45.0,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (1.01 m) exceeds wing root chord (0.89 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,7.8096,11.1783,16.0,0.8895,0.0,0.0,High Wing / Conventional,,,,,,,4.8813
4715,RESEARCH,2.0,30.0,45.0,344.7,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.46 m/s) is below the minimum required rate of climb constraint (2.00 m/s).,0,False,N/A,8.777,0.3713,1.878,9.5,0.2636,0.1318,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,3.292 kg,0.382,,,7.0781
4716,AGRICULTURE,2.26,190.7,103.0,139.8,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (190.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.4195,1.7738,7.5,0.2365,0.2365,1.0,Low Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,4.8664
4717,CUSTOM,1.44,55.9,31.0,128.6,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,2,False,N/A,4.097,0.2673,1.6753,10.5,0.2127,0.1064,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,0.658 kg,0.488,SATISFIED,,12426.8028
4718,DISASTER_RESPONSE,4.23,50.4,81.0,106.9,CATAPULT,RUNWAY,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,10.238999999999999,0.7852,2.8714,10.5,0.3646,0.1823,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,3.830 kg,0.18,SATISFIED,,4057.2969
4719,CUSTOM,0.46,263.4,121.4,126.3,CATAPULT,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.48 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,2.574
4720,CUSTOM,2.08,76.6,85.2,77.9,CATAPULT,PARACHUTE,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,5,False,N/A,7.215,0.5351,2.3133,10.0,0.3427,0.1199,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,20578.9919
4721,INSPECTION,0.28,126.1,107.4,64.9,CATAPULT,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.9422
4722,DISASTER_RESPONSE,1.94,76.8,46.5,92.4,CATAPULT,PARACHUTE,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,5,False,N/A,7.2139999999999995,0.5348,2.3125,10.0,0.3426,0.1199,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,21255.1716
4723,TRAINING,2.6,40.7,40.1,173.6,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,6.6419999999999995,0.4826,2.2512,10.5,0.2858,0.1429,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,1.879 kg,0.269,SATISFIED,,3948.4995
4724,CUSTOM,1.12,50.0,42.0,150.1,RUNWAY,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,1,False,N/A,3.859,0.2079,1.4775,10.5,0.1876,0.0938,0.5,High Wing / Conventional,SunnySky X2216,15x10 APC,0.806 kg,0.505,SATISFIED,,7881.2266
4725,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.409
4726,TRAINING,1.1,49.1,43.2,123.9,RUNWAY,BELLY_LANDING,RURAL,SUCCESS,SUCCESS,SUCCESS,,,6,True,INCONSISTENT,6.745,0.5005,2.2371,10.0,0.3314,0.116,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,0.900 kg,0.361,MISSED,,25161.9519
4727,DELIVERY,4.1,90.8,57.6,103.0,RUNWAY,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (90.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.7611,2.4982,8.2,0.4062,0.2031,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.3848
4728,SURVEY,2.3,134.0,99.9,181.0,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (134.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.427,2.1173,10.5,0.2689,0.1344,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.1015
4729,MILITARY,1.62,198.5,116.5,192.2,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.20 m) exceeds wing root chord (0.17 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3007,2.1935,16.0,0.1745,0.0,0.0,High Wing / Conventional,,,,,,,3.5127
4730,SECURITY,1.45,154.0,149.7,105.1,CATAPULT,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.19 m) exceeds wing root chord (0.17 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2692,2.0753,16.0,0.1652,0.0,0.0,High Wing / Twin Boom,,,,,,,4.6229
4731,DISASTER_RESPONSE,3.11,149.7,66.1,190.6,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (149.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5773,2.4621,10.5,0.3126,0.1563,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.589
4732,INSPECTION,2.15,96.9,48.5,107.8,CATAPULT,PARACHUTE,MOUNTAIN,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.23 m) exceeds wing root chord (0.20 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3991,2.527,16.0,0.2011,0.0,0.0,High Wing / Twin Boom,,,,,,,3.3791
4733,DISASTER_RESPONSE,1.72,53.8,27.9,170.2,CATAPULT,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,4.713,0.3193,1.831,10.5,0.2325,0.1163,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,0.885 kg,0.376,SATISFIED,,4099.5589
4734,SECURITY,1.07,102.2,203.6,69.0,CATAPULT,BELLY_LANDING,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.16 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1986,1.7827,16.0,0.1419,0.0,0.0,High Wing / Twin Boom,,,,,,,5.1931
4735,MILITARY,3.84,228.8,140.5,122.4,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.30 m) exceeds wing root chord (0.27 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.7128,3.3772,16.0,0.2687,0.0,0.0,High Wing / Conventional,,,,,,,3.9439
4736,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.2199
4737,CUSTOM,7.52,17.8,55.9,86.8,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,13.417,1.396,3.8285,10.5,0.4862,0.2431,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.719 kg,0.18,SATISFIED,,3986.3338
4738,TRAINING,1.44,127.5,147.4,112.6,HAND_LAUNCH,NET_RECOVERY,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (127.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2673,1.6753,10.5,0.2127,0.1064,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,,,,,4.5065
4739,MILITARY,2.7,51.9,32.5,144.4,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.26 m) exceeds wing root chord (0.23 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.5012,2.8318,16.0,0.2253,0.0,0.0,High Wing / Conventional,,,,,,,5.1156
4740,AGRICULTURE,15.96,13.4,40.7,90.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 4560.3 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,2.9627,4.7138,7.5,0.6285,0.6285,1.0,Low Wing / Conventional,,,,,,,3.5303
4741,AGRICULTURE,3.78,142.9,116.8,135.7,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (142.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.7017,2.2941,7.5,0.3059,0.3059,1.0,Low Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,4.9886
4742,CUSTOM,2.86,177.6,99.6,123.6,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (177.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5309,2.3611,10.5,0.2998,0.1499,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.8971
4743,DELIVERY,3.44,74.1,53.6,102.2,CATAPULT,PARACHUTE,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,10.543999999999999,0.6386,2.2883,8.2,0.3721,0.186,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,2.054 kg,0.731,SATISFIED,,4106.1876
4744,INSPECTION,0.71,128.2,119.2,67.8,HAND_LAUNCH,BELLY_LANDING,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.13 m) exceeds wing root chord (0.12 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1318,1.4522,16.0,0.1156,0.0,0.0,High Wing / Twin Boom,,,,,,,4.2672
4745,RESEARCH,2.0,30.0,45.0,333.6,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.47 m/s) is below the minimum required rate of climb constraint (2.00 m/s).,0,False,N/A,8.676,0.3713,1.878,9.5,0.2636,0.1318,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,3.191 kg,0.393,,,4.2035
4746,SECURITY,2.02,95.9,46.7,79.4,RUNWAY,PARACHUTE,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (95.9 km) is physically inconsistent with cruise speed (79.4 km/h) and flight time (46.7 min). Max theoretical range is 61.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.219
4747,DELIVERY,1.01,259.2,101.7,99.2,HAND_LAUNCH,PARACHUTE,MARINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (259.2 km) is physically inconsistent with cruise speed (99.2 km/h) and flight time (101.7 min). Max theoretical range is 168.1 km.,0,False,N/A,,,,,,,,,,,,,,,0.1627
4748,SURVEY,2.51,133.4,121.4,189.6,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (133.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.4659,2.2119,10.5,0.2809,0.1404,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.0982
4749,SURVEY,1.0,30.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Budget must be positive (got -500.0),0,False,N/A,,,,,,,,,,,,,,,0.1999
4750,DELIVERY,0.66,35.2,38.5,129.5,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 0.69 kg.",0,False,N/A,,0.1225,1.0023,8.2,0.163,0.0815,0.5,High Wing / Conventional,,,,,,,2.4085
4751,SURVEY,1.62,93.1,86.8,108.4,CATAPULT,PARACHUTE,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (93.10 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.3007,1.777,10.5,0.2256,0.1128,0.5,High Wing / Conventional,SunnySky X2216,18x10 APC,,,,,5.4179
4752,INSPECTION,4.9,44.7,56.3,89.8,RUNWAY,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.34 m) exceeds wing root chord (0.30 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.9096,3.8149,16.0,0.3036,0.0,0.0,High Wing / Twin Boom,,,,,,,3.3864
4753,MAPPING,0.35,294.3,116.7,108.2,CATAPULT,NET_RECOVERY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.37 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,2.433
4754,SECURITY,1.17,148.8,195.6,66.0,HAND_LAUNCH,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.17 m) exceeds wing root chord (0.15 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2172,1.8641,16.0,0.1483,0.0,0.0,High Wing / Twin Boom,,,,,,,3.6914
4755,SECURITY,4.65,61.8,66.4,102.7,CATAPULT,RUNWAY,MOUNTAIN,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.33 m) exceeds wing root chord (0.30 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.8632,3.7163,16.0,0.2957,0.0,0.0,High Wing / Conventional,,,,,,,5.6284
4756,SURVEY,2.0,529.3,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (529.3 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.4146
4757,CUSTOM,3.27,215.9,126.7,123.3,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (215.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.607,2.5246,10.5,0.3206,0.1603,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.9784
4758,SURVEY,1.02,111.0,186.4,52.2,CATAPULT,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (111.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1893,1.41,10.5,0.179,0.0895,0.5,High Wing / Conventional,SunnySky X2216,15x10 APC,,,,,3.4482
4759,DISASTER_RESPONSE,0.36,138.2,217.3,57.1,CATAPULT,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.38 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,2.7703
4760,INSPECTION,1.04,206.8,175.4,129.7,HAND_LAUNCH,PARACHUTE,MARINE,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.16 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1931,1.7575,16.0,0.1399,0.0,0.0,High Wing / Twin Boom,,,,,,,4.6826
4761,DISASTER_RESPONSE,12.54,91.8,170.8,80.3,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (91.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.3278,4.9439,10.5,0.6278,0.3139,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,17.3192
4762,SURVEY,1.67,60.1,79.2,73.2,RUNWAY,RUNWAY,MOUNTAIN,SUCCESS,SUCCESS,SUCCESS,,,6,True,INCONSISTENT,8.987999999999998,0.6669,2.5824,10.0,0.3826,0.1339,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.395,MISSED,,24650.0098
4763,TRAINING,2.72,25.2,22.1,152.0,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,5.8389999999999995,0.5049,2.3025,10.5,0.2924,0.1462,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,0.954 kg,0.321,SATISFIED,,3935.1127
4764,SECURITY,2.05,94.8,59.2,94.6,RUNWAY,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.20 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3805,2.4675,16.0,0.1963,0.0,0.0,High Wing / Twin Boom,,,,,,,5.3205
4765,DISASTER_RESPONSE,2.85,81.0,48.1,105.1,CATAPULT,PARACHUTE,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (81.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5291,2.3569,10.5,0.2993,0.1497,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.101
