Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
3967,INSPECTION,1.11,2.5,23.8,36.9,VERTICAL,VERTICAL,INDOOR,78490.02,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.11 kg payload, 2.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3968,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
3969,SECURITY,1.4,30.1,92.3,91.9,RUNWAY,BELLY_LANDING,FOREST,65165.32,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 1.4 kg payload, 30.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3970,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
3971,SECURITY,23.18,36.7,72.5,83.1,RUNWAY,RUNWAY,DESERT,30680.83,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.0,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 23.18 kg payload, 36.7 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3972,SECURITY,4.79,50.9,47.3,79.2,CATAPULT,BELLY_LANDING,RURAL,78036.04,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 4.79 kg payload, 50.9 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3973,SURVEY,5.32,78.0,76.4,100.1,VERTICAL,VERTICAL,MARINE,68455.21,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 5.32 kg payload, 78.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3974,SECURITY,3.27,97.3,53.6,64.1,CATAPULT,RUNWAY,DESERT,65154.71,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 3.27 kg payload, 97.3 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3975,SURVEY,4.54,91.9,77.0,78.7,VERTICAL,VERTICAL,RURAL,42266.75,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 4.54 kg payload, 91.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3976,SECURITY,4.17,69.9,123.8,81.8,RUNWAY,NET_RECOVERY,MOUNTAIN,18494.43,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 4.17 kg payload, 69.9 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3977,MAPPING,0.66,2.5,20.0,14.5,VERTICAL,VERTICAL,INDOOR,19386.17,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 0.66 kg payload, 2.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3978,DISASTER_RESPONSE,4.83,77.9,87.2,93.7,HAND_LAUNCH,RUNWAY,FOREST,52195.71,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.83 kg payload, 77.9 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3979,CUSTOM,15.72,45.0,59.9,42.0,VERTICAL,RUNWAY,MOUNTAIN,54510.47,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 15.72 kg payload, 45.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3980,MILITARY,3.73,91.2,99.8,79.7,VERTICAL,VERTICAL,FOREST,6745.2,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 3.73 kg payload, 91.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3981,CUSTOM,0.9,3.7,39.8,20.2,VERTICAL,VERTICAL,URBAN,5421.55,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 0.9 kg payload, 3.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3982,MAPPING,4.31,91.3,78.7,95.4,VERTICAL,VERTICAL,FOREST,45724.48,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 4.31 kg payload, 91.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3983,TRAINING,7.43,34.0,68.5,101.7,VERTICAL,VERTICAL,RURAL,18560.12,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 7.43 kg payload, 34.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3984,MAPPING,12.55,56.2,54.5,76.2,VERTICAL,RUNWAY,MOUNTAIN,35298.15,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 12.55 kg payload, 56.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3985,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
3986,DELIVERY,21.47,29.9,67.2,86.4,VERTICAL,RUNWAY,DESERT,13220.15,VTOL,True,0.8,VTOL,MULTIROTOR,0.05,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 21.47 kg payload, 29.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3987,AGRICULTURE,1.25,4.2,22.7,26.5,VERTICAL,VERTICAL,URBAN,61075.12,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.25 kg payload, 4.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3988,MAPPING,5.7,140.4,54.2,71.0,VERTICAL,VERTICAL,MARINE,47730.74,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 5.7 kg payload, 140.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3989,AGRICULTURE,0.22,4.8,6.5,12.0,VERTICAL,VERTICAL,INDOOR,56297.99,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 0.22 kg payload, 4.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3990,SURVEY,3.0,20.0,30.0,0.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,
3991,INSPECTION,1.0,1.3,5.9,11.8,VERTICAL,VERTICAL,INDOOR,18692.6,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.0 kg payload, 1.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3992,RESEARCH,14.42,36.1,85.6,74.7,RUNWAY,RUNWAY,MOUNTAIN,4864.04,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.0,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 14.42 kg payload, 36.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3993,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
3994,SECURITY,5.69,122.8,85.1,67.5,VERTICAL,VERTICAL,MOUNTAIN,5791.17,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 5.69 kg payload, 122.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3995,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
3996,MAPPING,1.16,98.9,136.3,97.9,HAND_LAUNCH,RUNWAY,DESERT,77488.68,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 1.16 kg payload, 98.9 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3997,INSPECTION,3.35,2.6,26.5,36.2,VERTICAL,VERTICAL,URBAN,3438.7,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 3.35 kg payload, 2.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3998,CUSTOM,17.88,21.0,81.6,60.2,VERTICAL,VERTICAL,DESERT,9791.71,VTOL,True,0.7,VTOL,MULTIROTOR,0.05,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.7, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 17.88 kg payload, 21.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
3999,SECURITY,6.95,91.5,51.7,80.4,VERTICAL,VERTICAL,RURAL,70233.79,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 6.95 kg payload, 91.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4000,CUSTOM,0.31,0.8,15.9,32.2,VERTICAL,VERTICAL,INDOOR,49517.45,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 0.31 kg payload, 0.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4001,SECURITY,13.69,62.8,62.9,58.4,RUNWAY,VERTICAL,DESERT,53002.22,VTOL,True,0.8,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 13.69 kg payload, 62.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4002,MILITARY,2.61,56.4,144.9,51.8,HAND_LAUNCH,RUNWAY,MOUNTAIN,73058.38,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 2.61 kg payload, 56.4 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4003,CUSTOM,6.25,111.3,100.5,88.3,VERTICAL,VERTICAL,MOUNTAIN,72270.25,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 6.25 kg payload, 111.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4004,INSPECTION,2.57,41.2,134.2,95.8,HAND_LAUNCH,PARACHUTE,RURAL,35603.68,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.57 kg payload, 41.2 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4005,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
4006,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
4007,AGRICULTURE,2.01,129.1,59.4,115.2,VERTICAL,VERTICAL,MARINE,43683.55,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 2.01 kg payload, 129.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4008,SURVEY,19.72,49.3,68.5,73.8,VERTICAL,RUNWAY,MOUNTAIN,79464.0,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 19.72 kg payload, 49.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4009,AGRICULTURE,3.37,99.8,105.8,98.7,RUNWAY,PARACHUTE,MOUNTAIN,58044.17,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 3.37 kg payload, 99.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4010,DELIVERY,0.79,1.6,24.7,12.2,VERTICAL,VERTICAL,INDOOR,19830.97,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 0.79 kg payload, 1.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4011,MAPPING,0.88,7.9,31.9,21.5,VERTICAL,VERTICAL,RURAL,9203.67,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 0.88 kg payload, 7.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4012,SURVEY,3.0,20.0,30.0,0.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,
4013,INSPECTION,13.49,10.8,59.8,75.1,RUNWAY,RUNWAY,RURAL,65663.27,VTOL,True,0.5,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.5, Rating: ACCEPTABLE). This category is recommended for the INSPECTION mission because it optimally satisfies the 13.49 kg payload, 10.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
4014,TRAINING,7.96,36.5,95.4,110.4,VERTICAL,VERTICAL,MARINE,73026.62,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 7.96 kg payload, 36.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
